Time,AirTemp_Obs,AirTemp_CLM,RH_Obs,RH_CLM,Shortwave_Obs,Shortwave_CLM,Longwave_Obs,Longwave_CLM,AirPressure_Obs,AirPressure_CLM,Rainfall_Obs,Rainfall_CLM,Snowfall_Obs,Snowfall_CLM,SnowDepth_Echosounder_obs,SnowDepth_MSC_obs,SnowDepth_CLM,SWE_CLM,SCF_CLM,SoilTemp_2cm_Obs,SoilTemp_5cm_Obs,SoilTemp_10cm_Obs,SoilTemp_20cm_Obs,SnowLayerThickness_1,SnowLayerThickness_2,SnowLayerThickness_3,SnowLayerThickness_4,SnowLayerDensities_1,SnowLayerDensities_2,SnowLayerDensities_3,SnowLayerDensities_4,SnowLayerGrainRadii_1,SnowLayerGrainRadii_2,SnowLayerGrainRadii_3,SnowLayerGrainRadii_4,SnowThermalConductivities_1,SnowThermalConductivities_2,SnowThermalConductivities_3,SnowThermalConductivities_4,SnowLayerTemps_1,SnowLayerTemps_2,SnowLayerTemps_3,SnowLayerTemps_4,SnowIceContent_1,SnowIceContent_2,SnowIceContent_3,SnowIceContent_4,SnowLiquidWater_1,SnowLiquidWater_2,SnowLiquidWater_3,SnowLiquidWater_4,SoilTemp_1cm_CLM,SoilTemp_4cm_CLM,SoilTemp_9cm_CLM,SoilTemp_10cm_CLM,SoilTemp_16cm_CLM,SoilTemp_26cm_CLM,SoilTemp_40cm_CLM,SoilTemp_80cm_CLM,SoilTemp_136cm_CLM,SoilTemp_170cm_CLM,SoilTemp_208cm_CLM,SoilTemp_250cm_CLM,SoilTemp_299cm_CLM,SoilTemp_358cm_CLM,SoilTemp_427cm_CLM,TotalSoilMoisture_1cm_CLM,LiquidSoilMoisture_1cm_CLM,SoilMoisture_2cm_Obs,TotalSoilMoisture_4cm_CLM,LiquidSoilMoisture_4cm_CLM,SoilMoisture_5cm_Obs,TotalSoilMoisture_9cm_CLM,LiquidSoilMoisture_9cm_CLM,SoilMoisture_10cm_Obs,TotalSoilMoisture_16cm_CLM,LiquidSoilMoisture_16cm_CLM,SoilMoisture_20cm_Obs,TotalSoilMoisture_26cm_CLM,LiquidSoilMoisture_26cm_CLM,SoilPSI_1cm_CLM,SoilPSI_4cm_CLM,SoilPSI_9cm_CLM,SoilPSI_16cm_CLM,SoilPSI_26cm_CLM,SoilPSI_40cm_CLM,SoilPSI_58cm_CLM,SoilPSI_80cm_CLM,SoilPSI_106cm_CLM,SoilPSI_136cm_CLM,SoilPSI_170cm_CLM,SoilPSI_208cm_CLM,SoilPSI_250cm_CLM,SoilPSI_299cm_CLM,SoilPSI_358cm_CLM,SoilPSI_427cm_CLM,SoilPSI_506cm_CLM,SoilPSI_595cm_CLM,SoilPSI_694cm_CLM,SoilPSI_803cm_CLM,SoilIceContent_1cm_CLM,SoilIceContent_4cm_CLM,SoilIceContent_9cm_CLM,SoilIceContent_16cm_CLM,SoilIceContent_26cm_CLM,NEE_Obs,NEE_CLM,NEE_CLM_gC,CH4_Obs,CH4_CLM,NPP_CLM,GPP_CLM,EcosysResp_CLM,CO2Flux_CLM,SoilResp_CLM
2013-04-27 00:00,-21.6,-20.0999969482422,84,82.9945449829102,NaN,176.272994995117,NaN,4.33099985122681,100.06,99.99,NaN,0,NaN,0,NaN,NaN,0.395929276943207,129.120849609375,1,NaN,NaN,NaN,NaN,0.0199961643666029,0.0499984808266163,0.109996266663074,0.215978473424911,301.716156005859,344.306884765625,346.295379638672,313.926696777344,0.136546447753906,0.163109420776367,0.273311645507813,0.401262329101563,0.127643063664436,0.173512190580368,0.175943434238434,0.139542013406754,-15.8313049316406,-14.71982421875,-13.9288696289062,-13.6240905761719,6.03316688537598,17.2148208618164,38.0911979675293,67.8014068603516,0,0,0,0,-14.7681335449219,-14.7947448730469,-14.8225463867187,-14.8005432128906,-14.8605712890625,-14.9303039550781,-15.0402587890625,-15.2702087402344,-15.2455505371094,-15.0160278320312,-14.5540832519531,-13.9159301757812,-13.0883239746094,-12.0806640625,-10.9836181640625,0.387411177158356,0.182614088058472,NaN,0.534577488899231,1.3939825296402,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610469818115,NaN,0.384990245103836,16.0264682769775,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,5.84927194107665e-05,7.02497560123305e-10,NaN,0.000325988123418154,-8.97449382825825e-06,0,5.84927194107665e-05,0.000214473298872987,5.55311324724546e-05
2013-04-28 00:00,-21,-21.5999969482422,82,83.9955596923828,NaN,170.434127807617,NaN,2.18600010871887,101.23,101.25,NaN,0,NaN,0,NaN,NaN,0.395851522684097,129.100952148438,1,NaN,NaN,NaN,NaN,0.0199891868978739,0.0499957501888275,0.109989456832409,0.215914070606232,300.498809814453,344.325653076172,346.316802978516,314.020355224609,0.138682891845703,0.165417709350586,0.273758666992187,0.401293762207031,0.126470133662224,0.173535227775574,0.175969943404198,0.139637768268585,-21.5524810791015,-19.3940795898437,-16.63876953125,-14.5249084472656,6.00672721862793,17.2148208618164,38.0911979675293,67.8014068603516,0,0,0,0,-14.9096740722656,-14.9079345703125,-14.9101623535156,-14.9091857910156,-14.9215148925781,-14.9545043945312,-15.01962890625,-15.1782592773437,-15.1513427734375,-14.9449523925781,-14.5133728027344,-13.8986267089844,-13.0875,-12.0915588378906,-11.0027221679687,0.387389570474625,0.182182163000107,NaN,0.534588277339935,1.39441442489624,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610469818115,NaN,0.384990245103836,16.0264701843262,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,5.63031118628496e-05,6.76200373472824e-10,NaN,0.000325400180711329,-6.62634093215266e-06,0,5.63031118628496e-05,0.000206444750189498,5.41164208458592e-05
2013-04-29 00:00,-18.6,-17.1000122070312,79,75.99072265625,NaN,213.011077880859,NaN,5.32553911209106,100.97,100.96,NaN,0,NaN,0,NaN,NaN,0.395777553319931,129.09489440918,1,NaN,NaN,NaN,NaN,0.0199827738106251,0.0499933697283268,0.109983570873737,0.215853571891785,300.5546875,344.342041015625,346.335327148438,314.108367919922,0.140319229125977,0.167175155639648,0.274032592773438,0.401359985351562,0.126495659351349,0.17355515062809,0.175992801785469,0.139727845788002,-19.8709167480469,-19.2106536865234,-18.2325042724609,-15.6589721679687,6.00591707229614,17.2148208618164,38.0911979675293,67.8014068603516,0,0,0,0,-15.0913146972656,-15.0722106933594,-15.0574096679687,-15.0701049804687,-15.04697265625,-15.0427307128906,-15.0539306640625,-15.1166442871094,-15.0684875488281,-14.87509765625,-14.4688781738281,-13.8778137207031,-13.0848449707031,-12.1015686035156,-11.0213073730469,0.387367963790894,0.181750103831291,NaN,0.534599125385284,1.39484655857086,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610469818115,NaN,0.384990245103836,16.0264701843262,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,5.7019224202043e-05,6.84800882666536e-10,NaN,0.000322087451075898,-1.63887972949323e-05,0,5.7019224202043e-05,0.000209070487440865,5.1610922030686e-05
2013-04-30 00:00,-21.9,-20.5000061035156,83,82.9948272705078,NaN,174.721893310547,NaN,8.28903198242188,101.43,101.39,NaN,0,NaN,0,NaN,NaN,0.395704448223114,129.07536315918,1,NaN,NaN,NaN,NaN,0.0199756715446711,0.0499908402562141,0.109977655112743,0.215795502066612,299.490966796875,344.359466552734,346.353973388672,314.19287109375,0.142302978515625,0.168899963378906,0.274157104492187,0.401417755126953,0.125531703233719,0.173576354980469,0.176015704870224,0.139814212918282,-20.5536407470703,-19.1493743896484,-17.7190612792969,-15.9296936035156,5.98253393173218,17.2148208618164,38.0911979675293,67.8014068603516,0,0,0,0,-15.1746276855469,-15.1537231445312,-15.1364807128906,-15.1510070800781,-15.1221069335937,-15.1078857421875,-15.0961975097656,-15.0827087402344,-15.0004943847656,-14.8106750488281,-14.4231628417969,-13.8541320800781,-13.0802368164062,-12.1106323242187,-11.0392517089844,0.387346357107162,0.181317910552025,NaN,0.534609913825989,1.39527869224548,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610469818115,NaN,0.384990274906158,16.0264720916748,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,5.31664406273987e-05,6.38528951935058e-10,NaN,0.000319871814876086,-8.25470693742217e-06,0,5.31664406273987e-05,0.00019494361298573,5.04423868758416e-05
2013-05-01 00:00,-21.7,-22.5000061035156,83,84.9961547851563,NaN,158.056869506836,NaN,10.4761114120483,101.47,101.49,NaN,0,NaN,0,NaN,NaN,0.39563375711441,129.060821533203,1,NaN,NaN,NaN,NaN,0.0199689026921988,0.0499884821474552,0.109971910715103,0.215738371014595,298.627258300781,344.375732421875,346.3720703125,314.276092529297,0.14394596862793,0.170454742431641,0.274325134277344,0.401494537353516,0.124724209308624,0.17359621822834,0.176037982106209,0.13989931344986,-23.5050415039062,-21.444937133789,-19.0541595458984,-16.2674621582031,5.96325922012329,17.2148208618164,38.0911979675293,67.8014068603516,0,0,0,0,-15.276708984375,-15.2443603515625,-15.2177185058594,-15.2401794433594,-15.1934265136719,-15.1646789550781,-15.1318725585937,-15.062109375,-14.9473327636719,-14.7543090820312,-14.3785461425781,-13.8286193847656,-13.0737060546875,-12.1185668945312,-11.0565551757812,0.387324750423431,0.180885598063469,NaN,0.534620702266693,1.39571106433868,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610469818115,NaN,0.384990274906158,16.0264720916748,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,5.10556811002024e-05,6.13178730013431e-10,NaN,0.000321343729912051,-5.50950082577218e-06,0,5.10556811002024e-05,0.00018720416080825,4.92375453019362e-05
2013-05-02 00:00,-21.5,-20.9,83,83.9952392578125,NaN,213.505340576172,NaN,9.71063327789307,100.88,100.91,NaN,0,NaN,0,NaN,NaN,0.395565718412399,129.079086303711,1,NaN,NaN,NaN,NaN,0.0199626144021749,0.0499863177537918,0.109966598451138,0.21568289399147,299.154876708984,344.390625,346.388793945313,314.356903076172,0.145269027709961,0.171986373901367,0.274802673339844,0.401644104003906,0.125148355960846,0.173614382743835,0.176058650016785,0.13998207449913,-24.0365356445312,-22.5592864990234,-20.4316925048828,-16.863623046875,5.97191333770752,17.2148208618164,38.0911979675293,67.8014068603516,0,0,0,0,-15.4150451660156,-15.3703979492187,-15.3317321777344,-15.3638671875,-15.2934936523437,-15.2433837890625,-15.1817687988281,-15.0520080566406,-14.9060729980469,-14.706396484375,-14.336767578125,-13.80234375,-13.0655883789062,-12.1254028320312,-11.0731872558594,0.387303113937378,0.180453136563301,NaN,0.534631550312042,1.39614343643188,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610469818115,NaN,0.384990274906158,16.0264739990234,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,5.00312946775352e-05,6.00875849077198e-10,NaN,0.000317190323814417,-7.59949393634996e-06,0,5.00312946775352e-05,0.00018344807282898,4.75234617132053e-05
2013-05-03 00:00,-20.3,-18.9,84,83.9942474365234,NaN,223.337127685547,NaN,10.8916568756104,101.32,101.27,NaN,0,NaN,1.24360906283982e-06,NaN,NaN,0.397623151540756,129.374237060547,1,NaN,NaN,NaN,NaN,0.0199999995529652,0.0500000007450581,0.10999871045351,0.216663345694542,290.571319580078,343.291809082031,346.377990722656,314.587768554688,0.144870086669922,0.172009201049805,0.274056762695312,0.401073608398437,0.117627739906311,0.172393590211868,0.176048249006271,0.140205770730972,-19.1970428466797,-18.7936614990234,-18.5983184814453,-16.9411987304687,5.81142663955688,17.1645889282227,38.1011352539063,68.1597366333008,0,0,0,0,-15.4549621582031,-15.4220947265625,-15.3920959472656,-15.4166625976562,-15.3593811035156,-15.3092712402344,-15.23544921875,-15.0538391113281,-14.8752502441406,-14.6664489746094,-14.2986511230469,-13.7762817382812,-13.0561889648437,-12.1311401367187,-11.0891479492187,0.387281477451324,0.180020540952682,NaN,0.534642338752747,1.39657604694366,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610469818115,NaN,0.384990274906158,16.0264739990234,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,5.04833708373709e-05,6.06305283756825e-10,NaN,0.000316252764273821,-1.13594315284499e-05,0,5.04833708373709e-05,0.000185105701496022,4.67347596462778e-05
2013-05-04 00:00,-18.3,-19.0000061035156,85,84.9945983886719,NaN,221.59895324707,NaN,14.0847930908203,101.25,101.28,NaN,0,NaN,0,NaN,NaN,0.397544503211975,129.361755371094,1,NaN,NaN,NaN,NaN,0.0199926439672709,0.0499986372888088,0.109996981918812,0.217594563961029,283.210968017578,342.230926513672,346.365875244141,314.811004638672,0.145276916503906,0.172533508300781,0.273218719482422,0.400473876953125,0.111285112798214,0.171001270413399,0.176030337810516,0.140447095036507,-20.0077880859375,-18.8649200439453,-17.9680999755859,-16.5322021484375,5.66213655471802,17.1110801696777,38.0992012023926,68.5011672973633,0,0,0,0,-15.4206298828125,-15.3954223632812,-15.3732360839844,-15.3915771484375,-15.3490966796875,-15.3114074707031,-15.2497009277344,-15.05771484375,-14.8536437988281,-14.6341003417969,-14.26474609375,-13.7511657714844,-13.0459350585937,-12.1357788085937,-11.104345703125,0.387259840965271,0.179587811231613,NaN,0.534653127193451,1.39700877666473,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610469818115,NaN,0.384990304708481,16.0264759063721,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,5.08352033795627e-05,6.10530792588548e-10,NaN,0.00031797437982678,-1.11224934341781e-05,0,5.08352033795627e-05,0.000186395748613862,4.71647838741798e-05
2013-05-05 00:00,-13.1,-12.6000122070312,89,89.9930191040039,NaN,273.348663330078,NaN,6.82368850708008,100.36,100.34,NaN,0,NaN,0,NaN,NaN,0.397459536790848,129.320693969727,1,NaN,NaN,NaN,NaN,0.0199756026268005,0.049995694309473,0.109990932047367,0.217539191246033,281.998626708984,342.251068115234,346.384948730469,314.891143798828,0.146528671264648,0.173424407958984,0.2732890625,0.400506988525391,0.110341489315033,0.171025365591049,0.176053687930107,0.140529230237007,-15.0804809570312,-15.5448974609375,-16.237890625,-16.1066040039062,5.63309574127197,17.1110801696777,38.0992012023926,68.5011672973633,0,0,0,0,-15.3603881835937,-15.3492492675781,-15.3382629394531,-15.3470825195312,-15.3234924316406,-15.2949279785156,-15.2409423828125,-15.0536254882812,-14.8370422363281,-14.6080688476562,-14.2351135253906,-13.7275756835937,-13.0352233886719,-12.139501953125,-11.1188415527344,0.387238204479218,0.179154962301254,NaN,0.5346639752388,1.39744162559509,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610469818115,NaN,0.384990304708481,16.0264759063721,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,6.12441035068057e-05,7.35541683116736e-10,NaN,0.000316210696146229,-4.0346757297891e-05,0,6.12441035068057e-05,0.000224561705299265,4.79296729976316e-05
2013-05-06 00:00,-19.3,-17.1000122070312,85,86.994255065918,NaN,217.809585571289,NaN,17.9012470245361,101.08,101.09,NaN,0,NaN,1.045846218517e-07,NaN,NaN,0.402900695800781,130.268890380859,1,NaN,NaN,NaN,NaN,0.0199999995529652,0.0500000007450581,0.109999999403954,0.221653521060944,261.694488525391,336.453796386719,346.121063232422,315.560516357422,0.145943969726563,0.1726376953125,0.269727691650391,0.397870574951172,0.0953256636857986,0.164554536342621,0.175749540328979,0.141184851527214,-13.2338012695312,-12.8054260253906,-13.6373046875,-15.193701171875,5.23389005661011,16.8226890563965,38.073314666748,69.9454650878906,0,0,0,0,-15.1623596191406,-15.1754211425781,-15.1870483398437,-15.1774658203125,-15.1972412109375,-15.2039855957031,-15.1887268066406,-15.0396179199219,-14.8213562011719,-14.58603515625,-14.2092956542969,-13.7057861328125,-13.0244201660156,-12.1423706054687,-11.1326049804687,0.387216567993164,0.178721964359283,NaN,0.534674823284149,1.39787471294403,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610469818115,NaN,0.384990304708481,16.0264778137207,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,5.60856893354626e-05,6.73589128918906e-10,NaN,0.000314117581111154,-1.62779748973233e-05,0,5.60856893354626e-05,0.000205647532089147,5.07139570415862e-05
2013-05-07 00:00,-11.4,-11.0000061035156,75,74.9833221435547,NaN,198.61555480957,NaN,25.9059581756592,101.04,101.02,NaN,0,NaN,0,NaN,NaN,0.405819922685623,130.503341674805,1,NaN,NaN,NaN,NaN,0.0199337098747492,0.0499981716275215,0.109997771680355,0.225764498114586,231.4599609375,329.21923828125,345.649780273438,316.204620361328,0.147243347167969,0.173282089233398,0.266413116455078,0.395271026611328,0.0774422287940979,0.156180307269096,0.175172924995422,0.141864418983459,-16.6087707519531,-15.2021240234375,-14.6558898925781,-14.7164978027344,4.61394882202148,16.4603614807129,38.0207061767578,71.3878402709961,0,0,0,0,-15.0265869140625,-15.0394348144531,-15.0526184082031,-15.0421203613281,-15.0679382324219,-15.0882019042969,-15.0985168457031,-15.00595703125,-14.8025573730469,-14.5654663085937,-14.186376953125,-13.6858276367187,-13.0138000488281,-12.1445983886719,-11.1456665039062,0.387194901704788,0.178288832306862,NaN,0.534685611724854,1.39830780029297,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610517501831,NaN,0.384990334510803,16.0264778137207,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,7.17733486669052e-05,8.61997917489532e-10,NaN,0.000319512989997219,-5.55255305144785e-05,0,7.17733486669052e-05,0.000263168944004613,5.34499265090362e-05
2013-05-08 00:00,-4.3,-4.60001220703123,67,65.9650573730469,NaN,225.997924804688,NaN,25.6435089111328,100.94,100.95,NaN,0,NaN,0,NaN,NaN,0.405531466007233,130.478378295898,1,NaN,NaN,NaN,NaN,0.019728085026145,0.0499919578433037,0.109990604221821,0.22597074508667,232.535751342773,328.743865966797,345.634552001953,316.322662353516,0.151584197998047,0.176226867675781,0.266552032470703,0.395137359619141,0.0779333338141441,0.155365109443665,0.175132527947426,0.142004579305649,-12.0686401367187,-12.0166687011719,-13.0886291503906,-14.4188903808594,4.58746242523193,16.434549331665,38.0165519714355,71.4796676635742,0,0,0,0,-14.8752197265625,-14.9001831054687,-14.9237121582031,-14.9046081542969,-14.94931640625,-14.9832824707031,-15.0108093261719,-14.9589904785156,-14.7769836425781,-14.5436157226562,-14.1651062011719,-13.6674560546875,-13.0035766601562,-12.1462463378906,-11.1580261230469,0.387173235416412,0.17785556614399,NaN,0.534696459770203,1.3987410068512,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610517501831,NaN,0.384990334510803,16.0264797210693,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,0.000122852750269033,1.47546153073108e-09,NaN,0.000318717739890819,-0.000201415034156203,0,0.000122852750269033,0.000450460093756528,5.63857962079267e-05
2013-05-09 00:00,-7,-8.69998779296873,86,77.9813690185547,NaN,215.157012939453,NaN,30.8487586975098,101.53,101.49,NaN,0,NaN,0,NaN,NaN,0.405200392007828,130.437393188477,1,NaN,NaN,NaN,NaN,0.0194856189191341,0.0499842427670956,0.109982080757618,0.225909322500229,232.720367431641,328.794616699219,345.661315917969,316.40869140625,0.156641738891602,0.179234497070312,0.267638153076172,0.395276336669922,0.0780313462018967,0.155421286821365,0.175165072083473,0.142093449831009,-7.25235595703123,-7.37027587890623,-9.47431030273435,-13.3390869140625,4.53467750549316,16.434549331665,38.0165519714355,71.4796676635742,0,0,0,0,-14.5927795410156,-14.6464294433594,-14.6957153320312,-14.6554321289062,-14.7486633300781,-14.8201354980469,-14.8906311035156,-14.9018615722656,-14.7445434570312,-14.51865234375,-14.1440490722656,-13.6502136230469,-12.99375,-12.1475280761719,-11.1698059082031,0.387151569128036,0.177422165870667,NaN,0.534707307815552,1.399174451828,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610517501831,NaN,0.384990334510803,16.026481628418,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,9.09820003590052e-05,1.09269382431165e-09,NaN,0.00031531455475357,-8.8172941979447e-05,0,9.09820003590052e-05,0.000333600649013242,6.18849268249827e-05
2013-05-10 00:00,-4.3,-3.5000061035156,71,71.965705871582,NaN,225.042343139648,NaN,34.348087310791,101.42,101.47,NaN,0,NaN,0,NaN,NaN,0.404909312725067,130.530181884766,1,NaN,NaN,NaN,NaN,0.0192548055201769,0.0499757006764412,0.109972290694714,0.225843906402588,238.274230957031,328.850830078125,345.692077636719,316.500335693359,0.160957214355469,0.181617797851563,0.268984893798828,0.396477630615234,0.0807547345757484,0.155483826994896,0.175202608108521,0.142188161611557,-5.5311340332031,-5.57639160156248,-7.57034912109373,-12.1585754394531,4.58781147003174,16.434549331665,38.0165519714355,71.4796676635742,0,0,0,0,-14.2721618652344,-14.3472351074219,-14.4169067382812,-14.3600830078125,-14.4933227539062,-14.6012329101562,-14.7211364746094,-14.82431640625,-14.7041687011719,-14.4896301269531,-14.1221984863281,-13.6335510253906,-12.9842895507812,-12.1484741210937,-11.1809448242187,0.387129902839661,0.176988631486893,NaN,0.534718155860901,1.3996080160141,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610517501831,NaN,0.384990364313126,16.026481628418,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,0.000152356201482273,1.82979797980209e-09,NaN,0.000325286687041783,-0.000250789785829854,0,0.000152356201482273,0.000558639385213411,6.95955690154081e-05
2013-05-11 00:00,0.1,0.300012207031273,59,58.943286895752,NaN,230.392791748047,NaN,36.9725799560547,100.75,100.78,NaN,0,NaN,0,NaN,NaN,0.401078701019287,130.538635253906,1,NaN,NaN,NaN,NaN,0.0180147234350443,0.0499663054943085,0.109961859881878,0.225775003433228,245.247848510742,333.253784179688,345.724884033203,316.596923828125,0.184222030639648,0.187665954589844,0.270381683349609,0.398660430908203,0.0845366269350052,0.159880936145782,0.175242766737938,0.142288133502007,-6.00913085937498,-5.2901672363281,-7.14291992187498,-11.3759216308594,4.31149101257324,16.4856510162354,38.0165519714355,71.4796676635742,0.100613698363304,0.165788307785988,0,0,-13.9916442871094,-14.0752014160156,-14.1536315917969,-14.0898498535156,-14.2417358398437,-14.3712219238281,-14.527685546875,-14.7238525390625,-14.6525634765625,-14.4548400878906,-14.098486328125,-13.6168579101562,-12.9751037597656,-12.1491455078125,-11.1915954589844,0.387108206748962,0.176554977893829,NaN,0.53472900390625,1.40004169940948,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610517501831,NaN,0.384990364313126,16.0264835357666,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,0.000255918276671216,3.07357850282131e-09,NaN,0.000324252172202831,-0.00053865639860465,0,0.000255918276671216,0.000938367031986503,7.81616606944871e-05
2013-05-12 00:00,0.7,0.399987792968773,81,82.9662704467773,NaN,305.929077148438,NaN,20.7335147857666,99.59,99.63,NaN,0,NaN,0,NaN,NaN,0.389572650194168,130.528457641602,1,NaN,NaN,NaN,NaN,0.0156537666916847,0.0499096587300301,0.109966695308685,0.221939623355865,290.355865478516,351.212097167969,340.611999511719,319.976043701172,0.261227874755859,0.240058074951172,0.303324279785156,0.387228942871094,0.121197104454041,0.181244894862175,0.169829934835434,0.145461276173592,-5.12076416015623,-4.55951538085935,-5.50504150390623,-10.0944580078125,4.4165825843811,17.1464881896973,37.4103660583496,70.9674301147461,0.165147244930267,0.381636142730713,0.0454599410295486,0.0230331271886826,-13.4625,-13.6151489257812,-13.7533325195312,-13.6398986816406,-13.9000610351562,-14.0998901367187,-14.3199523925781,-14.6073974609375,-14.5881713867187,-14.4123901367187,-14.0717224121094,-13.5995239257812,-12.9659484863281,-12.1496032714844,-11.2016967773437,0.387086510658264,0.176121160387993,NaN,0.534739792346954,1.40047550201416,NaN,0.574567139148712,3.87578463554382,NaN,0.527166247367859,7.26610517501831,NaN,0.384990364313126,16.0264835357666,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,6.93766355514526,18.330020904541,28.0585880279541,32.0098991394043,27.6680545806885,NaN,0.000275461123057623,3.30828808792205e-09,NaN,0.000331652696100845,-0.000549842787638714,0,0.000275461123057623,0.00101002411113742,9.40130016577826e-05
