Time,AirTemp_Obs,AirTemp_CLM,RH_Obs,RH_CLM,Shortwave_Obs,Shortwave_CLM,Longwave_Obs,Longwave_CLM,AirPressure_Obs,AirPressure_CLM,Rainfall_Obs,Rainfall_CLM,Snowfall_Obs,Snowfall_CLM,SnowDepth_Echosounder_obs,SnowDepth_MSC_obs,SnowDepth_CLM,SWE_CLM,SCF_CLM,SoilTemp_2cm_Obs,SoilTemp_5cm_Obs,SoilTemp_10cm_Obs,SoilTemp_20cm_Obs,SnowLayerThickness_1,SnowLayerThickness_2,SnowLayerThickness_3,SnowLayerThickness_4,SnowLayerDensities_1,SnowLayerDensities_2,SnowLayerDensities_3,SnowLayerDensities_4,SnowLayerGrainRadii_1,SnowLayerGrainRadii_2,SnowLayerGrainRadii_3,SnowLayerGrainRadii_4,SnowThermalConductivities_1,SnowThermalConductivities_2,SnowThermalConductivities_3,SnowThermalConductivities_4,SnowLayerTemps_1,SnowLayerTemps_2,SnowLayerTemps_3,SnowLayerTemps_4,SnowIceContent_1,SnowIceContent_2,SnowIceContent_3,SnowIceContent_4,SnowLiquidWater_1,SnowLiquidWater_2,SnowLiquidWater_3,SnowLiquidWater_4,SoilTemp_1cm_CLM,SoilTemp_4cm_CLM,SoilTemp_9cm_CLM,SoilTemp_10cm_CLM,SoilTemp_16cm_CLM,SoilTemp_26cm_CLM,SoilTemp_40cm_CLM,SoilTemp_58cm_CLM,SoilTemp_80cm_CLM,SoilTemp_106cm_CLM,SoilTemp_136cm_CLM,SoilTemp_170cm_CLM,SoilTemp_208cm_CLM,SoilTemp_250cm_CLM,SoilTemp_299cm_CLM,SoilTemp_358cm_CLM,SoilTemp_427cm_CLM,SoilTemp_506cm_CLM,SoilTemp_595cm_CLM,SoilTemp_694cm_CLM,SoilTemp_803cm_CLM,TotalSoilMoisture_1cm_CLM,LiquidSoilMoisture_1cm_CLM,SoilMoisture_2cm_Obs,TotalSoilMoisture_4cm_CLM,LiquidSoilMoisture_4cm_CLM,SoilMoisture_5cm_Obs,TotalSoilMoisture_9cm_CLM,LiquidSoilMoisture_9cm_CLM,SoilMoisture_10cm_Obs,TotalSoilMoisture_16cm_CLM,LiquidSoilMoisture_16cm_CLM,SoilMoisture_20cm_Obs,TotalSoilMoisture_26cm_CLM,LiquidSoilMoisture_26cm_CLM,SoilPSI_1cm_CLM,SoilPSI_4cm_CLM,SoilPSI_9cm_CLM,SoilPSI_16cm_CLM,SoilPSI_26cm_CLM,SoilPSI_40cm_CLM,SoilPSI_58cm_CLM,SoilPSI_80cm_CLM,SoilPSI_106cm_CLM,SoilPSI_136cm_CLM,SoilPSI_170cm_CLM,SoilPSI_208cm_CLM,SoilPSI_250cm_CLM,SoilPSI_299cm_CLM,SoilPSI_358cm_CLM,SoilPSI_427cm_CLM,SoilPSI_506cm_CLM,SoilPSI_595cm_CLM,SoilPSI_694cm_CLM,SoilPSI_803cm_CLM,SoilIceContent_1cm_CLM,SoilIceContent_4cm_CLM,SoilIceContent_9cm_CLM,SoilIceContent_16cm_CLM,SoilIceContent_26cm_CLM,NEE_Obs,NEE_CLM,NEE_CLM_gC,CH4_Obs,CH4_CLM,NPP_CLM,GPP_CLM,EcosysResp_CLM,CO2Flux_CLM,SoilResp_CLM
2015-12-16 00:00,-21.446,-21.4769958496094,80.682,80.6246566772461,NaN,215.904006958008,NaN,1.00000001335143e-10,98.804,98.809,NaN,0,NaN,0,NaN,NaN,0.218528628349304,55.6812934875488,1,NaN,NaN,NaN,NaN,0.0114181712269783,0.0444269254803658,0.163223594427109,NaN,204.268661499023,233.709732055664,263.325012207031,NaN,0.193493698120117,0.431850372314453,0.566977111816406,NaN,0.0665558278560638,0.0785030201077461,0.0961957201361656,NaN,-21.0577758789062,-18.1809906005859,-9.51114501953123,NaN,2.33230519294739,10.3829517364502,42.9808235168457,NaN,0,0,0,NaN,-2.88995971679685,-2.71213378906248,-2.49677124023435,-2.66156616210935,-2.25302734374998,-1.9057678222656,-1.39157714843748,-0.704412841796852,-0.188299560546852,-0.114538574218727,-0.116156005859352,-0.312902832031227,-0.598608398437477,-1.0365051269531,-1.58328857421873,-2.23700561523435,-2.96759643554685,-3.7591613769531,-4.56647338867185,-5.3344787597656,-6.0479797363281,0.537015855312347,0.489469110965729,NaN,0.515010058879852,8.11200904846191,NaN,0.57164055109024,13.2879943847656,NaN,0.508402585983276,18.0220184326172,NaN,0.433879315853119,27.2355499267578,-3.56546568870544,-3.34564828872681,-3.07752799987793,-2.7755024433136,-2.34618663787842,-1.71275806427002,-0.938489198684692,-0.251881659030914,-0.160389021039009,-0.17789988219738,-0.771324098110199,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.40002727508545,11.4518566131592,19.2665729522705,20.7702236175537,22.7690830230713,NaN,0.0706635212181641,8.48668889830151e-07,NaN,0.00223362012575297,-0.00812583239663017,0,0.0706635212181641,0.259099578687374,0.0679819980122572
2015-12-17 00:00,-20.826,-20.8470062255859,81.823,81.7755737304688,NaN,245.444000244141,NaN,1.00000001335143e-10,98.687,98.693,NaN,0,NaN,0,NaN,NaN,0.217477768659592,55.6534118652344,1,NaN,NaN,NaN,NaN,0.0111352456733584,0.0440974123775959,0.162748456001282,NaN,207.201171875,235.455902099609,264.093780517578,NaN,0.198326965332031,0.436126770019531,0.572017456054687,NaN,0.0674955025315285,0.079389862716198,0.0967307388782501,NaN,-20.8808349609375,-18.2455505371094,-9.6026672363281,NaN,2.30718183517456,10.3829517364502,42.9808235168457,NaN,0,0,0,NaN,-2.92655029296873,-2.74960937499998,-2.5355285644531,-2.6993469238281,-2.29178466796873,-1.94647827148435,-1.4349426269531,-0.797857666015602,-0.222326660156227,-0.127416992187477,-0.113775634765602,-0.317297363281227,-0.601782226562477,-1.03647460937498,-1.58087768554685,-2.2325500488281,-2.96134033203123,-3.75153198242185,-4.55817260742185,-5.32639160156248,-6.04117431640623,0.537149786949158,0.487360090017319,NaN,0.514988780021667,8.09398460388184,NaN,0.571681976318359,13.2605009078979,NaN,0.508445620536804,17.9842109680176,NaN,0.433930546045303,27.1695976257324,-3.61017727851868,-3.39346480369568,-3.12552165985107,-2.82329297065735,-2.39513802528381,-1.76781630516052,-0.991467356681824,-0.278440922498703,-0.165886431932449,-0.183582350611687,-0.771330893039703,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.40441799163818,11.4676055908203,19.2940635681152,20.8080501556396,22.8351974487305,NaN,0.0687879013810904,8.26142695586896e-07,NaN,0.00220866971788313,-0.00832779041396722,0,0.0687879013810904,0.252222315565358,0.0660397326979996
2015-12-18 00:00,-20.443,-20.4540008544922,82.65,82.6185607910156,NaN,210.615005493164,NaN,0.210999995470047,98.539,98.546,NaN,0,NaN,0,NaN,NaN,0.216488167643547,55.6320419311523,1,NaN,NaN,NaN,NaN,0.0108778718858957,0.04378567263484,0.162288174033165,NaN,209.165023803711,237.13215637207,264.8427734375,NaN,0.20289094543457,0.440658599853516,0.576887390136719,NaN,0.0681516155600548,0.0802591666579247,0.0972553491592407,NaN,-20.8409942626953,-17.9321350097656,-9.33798828124998,NaN,2.27521634101868,10.3829517364502,42.9808235168457,NaN,0,0,0,NaN,-2.94998779296873,-2.76959838867185,-2.55744018554685,-2.72080078124998,-2.3190979003906,-1.98102416992185,-1.4763244628906,-0.847814941406227,-0.0427612304687273,-0.136328124999977,-0.148870849609352,-0.317694091796852,-0.602514648437477,-1.03653564453123,-1.57864990234373,-2.2281555175781,-2.95517578124998,-3.74399414062498,-4.5499328613281,-5.3183654785156,-6.03436889648435,0.537275731563568,0.48562428355217,NaN,0.51495635509491,8.08230209350586,NaN,0.571709632873535,13.2421617507935,NaN,0.508478403091431,17.9554309844971,NaN,0.433977574110031,27.1090469360352,-3.64754366874695,-3.42487859725952,-3.15800738334656,-2.86029195785522,-2.44108700752258,-1.82408046722412,-1.04567325115204,-0.326334565877914,-0.171504333615303,-0.188378170132637,-0.771362245082855,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.4083194732666,11.4771280288696,19.3124008178711,20.8368453979492,22.8958969116211,NaN,0.0666798104196048,8.00824523139454e-07,NaN,0.00218656838749569,-0.00845229039871755,0,0.0666798104196048,0.244492630415476,0.0638905544992841
2015-12-19 00:00,-20.301,-20.3019927978515,82.998,82.9895629882813,NaN,236.886993408203,NaN,1.00000001335143e-10,98.357,98.365,NaN,0,NaN,0,NaN,NaN,0.215563729405403,55.6052551269531,1,NaN,NaN,NaN,NaN,0.0106579530984163,0.0435034334659576,0.161844581365585,NaN,211.764251708984,238.670516967773,265.568664550781,NaN,0.20756803894043,0.444934326171875,0.581850219726562,NaN,0.0690744966268539,0.0810730755329132,0.0977676138281822,NaN,-20.1761993408203,-17.7317108154297,-9.4899963378906,NaN,2.25694608688354,10.3829517364502,42.9808235168457,NaN,0,0,0,NaN,-2.98703613281248,-2.81394042968748,-2.60126342773435,-2.76349487304685,-2.3613342285156,-2.0202697753906,-1.52496948242185,-0.892980957031227,-0.126318359374977,-0.141973876953102,-0.0965637207031023,-0.321539306640602,-0.604040527343727,-1.0362609863281,-1.57651367187498,-2.2238830566406,-2.94907226562498,-3.73651733398435,-4.5417541503906,-5.31040039062498,-6.02762451171873,0.537401497364044,0.483778029680252,NaN,0.514937400817871,8.06478786468506,NaN,0.571753203868866,13.2132587432861,NaN,0.508524835109711,17.9145755767822,NaN,0.434029787778854,27.0414390563965,-3.68786215782166,-3.47260570526123,-3.20998477935791,-2.91375207901001,-2.49355864524841,-1.87253069877625,-1.09869468212128,-0.360970288515091,-0.177844241261482,-0.197132617235184,-0.771416246891022,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.41231918334961,11.4924945831299,19.3413028717041,20.8777160644531,22.9636383056641,NaN,0.0647494249539184,7.7764059369656e-07,NaN,0.00216296704850726,-0.00849656176667503,0,0.0647494249539184,0.23741454726859,0.0619455582397573
2015-12-20 00:00,-16.5,-16.6999877929687,87,86.9938659667969,NaN,242.621002197266,NaN,1.00000001335143e-10,98.41,98.38,NaN,0,NaN,0,NaN,NaN,0.21468897163868,55.5796394348145,1,NaN,NaN,NaN,NaN,0.0104549117386341,0.0432368703186512,0.161415129899979,NaN,212.996154785156,240.141815185547,266.275207519531,NaN,0.212044677734375,0.449492065429688,0.586677612304688,NaN,0.069523461163044,0.0818660408258438,0.0982692763209343,NaN,-20.2669128417969,-17.8005279541015,-9.42316284179685,NaN,2.22683119773865,10.3829517364502,42.9808235168457,NaN,0,0,0,NaN,-3.03305664062498,-2.85709228515623,-2.64151611328123,-2.8060363769531,-2.39938964843748,-2.06427612304685,-1.56448974609373,-0.923986816406227,-0.279302978515602,-0.145941162109352,-0.113165283203102,-0.326788330078102,-0.606756591796852,-1.03623046874998,-1.57440795898435,-2.21970214843748,-2.94302978515623,-3.72910156249998,-4.53363647460935,-5.3024963378906,-6.02091064453123,0.537527024745941,0.481259346008301,NaN,0.514924347400665,8.04541206359863,NaN,0.571794927120209,13.1855745315552,NaN,0.508565902709961,17.8784561157227,NaN,0.434074610471725,26.9835472106934,-3.74383926391602,-3.52630829811096,-3.26068162918091,-2.96195220947266,-2.53949332237244,-1.92801737785339,-1.15804147720337,-0.390462189912796,-0.186016991734505,-0.202280819416046,-0.77148824930191,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.41693019866943,11.509783744812,19.3689842224121,20.9138488769531,23.021656036377,NaN,0.0633522222377331,7.60860189075174e-07,NaN,0.00213775650433598,-0.00982249959045511,0,0.0633522222377331,0.232291473502102,0.0601107984555583
2015-12-21 00:00,-18.8,-17.7999938964844,85,85.9941482543945,NaN,239.673004150391,NaN,1.00000001335143e-10,99,98.99,NaN,0,NaN,0,NaN,NaN,0.213811665773392,55.5513153076172,1,NaN,NaN,NaN,NaN,0.0102540086954832,0.0429750680923462,0.16099525988102,NaN,214.682189941406,241.604797363281,266.969665527344,NaN,0.216184341430664,0.453718139648437,0.591299438476563,NaN,0.0701539143919945,0.0826655924320221,0.0987649708986282,NaN,-17.783544921875,-15.6290344238281,-8.76358642578123,NaN,2.20133352279663,10.3829517364502,42.9808235168457,NaN,0,0,0,NaN,-2.9932922363281,-2.8326477050781,-2.63730468749998,-2.7866271972656,-2.41416015624998,-2.09281005859373,-1.60907592773435,-0.982702636718727,-0.254583740234352,-0.151251220703102,-0.127325439453102,-0.331732177734352,-0.609960937499977,-1.0366271972656,-1.57242431640623,-2.21561279296873,-2.93710937499998,-3.72177734374998,-4.52561035156248,-5.29462280273435,-6.01422729492185,0.537617564201355,0.483070552349091,NaN,0.51487922668457,8.04360580444336,NaN,0.571796178817749,13.1847333908081,NaN,0.508575975894928,17.8697090148926,NaN,0.434109300374985,26.9389019012451,-3.70347142219543,-3.53136205673218,-3.26223659515381,-2.97375750541687,-2.57556247711182,-1.97654569149017,-1.2067654132843,-0.440470784902573,-0.195087790489197,-0.207650244235992,-0.771577179431915,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.41693019866943,11.509783744812,19.3698234558105,20.922607421875,23.0664157867432,NaN,0.0612968664446861,7.3617536600068e-07,NaN,0.00213256880005928,-0.00938462008631241,0,0.0612968664446861,0.22475517607641,0.0581999413783998
2015-12-22 00:00,-21.9,-21.4,83,82.9951553344727,NaN,227.128005981445,NaN,1.00000001335143e-10,99.23,99.22,NaN,0,NaN,0,NaN,NaN,0.213012367486954,55.521541595459,1,NaN,NaN,NaN,NaN,0.0109056616201997,0.0433459617197514,0.159135207533836,NaN,217.487976074219,244.594619750977,267.238311767578,NaN,0.237069625854492,0.467616973876953,0.593676391601562,NaN,0.0709507092833519,0.0839408859610558,0.0991109311580658,NaN,-19.6775115966797,-16.808203125,-8.8969787597656,NaN,2.38903403282166,10.6132678985596,42.5332794189453,NaN,0,0,0,NaN,-3.05325927734373,-2.86224975585935,-2.66477050781248,-2.82144775390623,-2.43842163085935,-2.11746826171873,-1.63815917968748,-1.01935424804685,-0.322332763671852,-0.0851501464843523,-0.173498535156227,-0.336157226562477,-0.612219238281227,-1.0372375488281,-1.57062377929685,-2.21161499023435,-2.93124999999998,-3.71451416015623,-4.51764526367185,-5.28684082031248,-6.0075744628906,0.537733733654022,0.478509962558746,NaN,0.514858901500702,8.03153991699219,NaN,0.57182514667511,13.1655044555664,NaN,0.508606314659119,17.8430118560791,NaN,0.434141278266907,26.8977870941162,-3.80625677108765,-3.565345287323,-3.29800319671631,-3.01012134552002,-2.60928726196289,-2.0176944732666,-1.26016843318939,-0.488732248544693,-0.206849604845047,-0.212281063199043,-0.771684527397156,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.42324256896973,11.5201034545898,19.3890514373779,20.9493179321289,23.1076374053955,NaN,0.0591486821775244,7.10375672952068e-07,NaN,0.00209979855919478,-0.00810205140095439,0,0.0591486821775244,0.21687849037251,0.0564750062978849
2015-12-23 00:00,-24.5,-24.4,80,79.9959259033203,NaN,215.97900390625,NaN,1.00000001335143e-10,99.75,99.75,NaN,0,NaN,4.45664591097739e-06,NaN,NaN,0.214748933911324,55.6727142333984,1,NaN,NaN,NaN,NaN,0.0199999995529652,0.0499981008470058,0.143247470259666,NaN,233.781326293945,262.913146972656,263.379943847656,NaN,0.418350952148437,0.571820495605469,0.573640441894531,NaN,0.0786806643009186,0.0959639027714729,0.0962341949343681,NaN,-22.8293212890625,-18.7551635742187,-9.51840820312498,NaN,4.67562675476074,13.1451568603516,37.7286109924316,NaN,0,0,0,NaN,-3.2168029785156,-3.0035461425781,-2.7683166503906,-2.95209350585935,-2.5129455566406,-2.1668762207031,-1.6834777832031,-1.06223144531248,-0.422308349609352,-0.149999999999977,-0.169378662109352,-0.340002441406227,-0.614782714843727,-1.03778686523435,-1.56894531249998,-2.20773925781248,-2.92548217773435,-3.70734252929685,-4.50974121093748,-5.27908935546873,-6.00095214843748,0.537883102893829,0.470894187688828,NaN,0.514929950237274,7.97483730316162,NaN,0.571931123733521,13.0952043533325,NaN,0.508688867092133,17.7701759338379,NaN,0.434205561876297,26.8137741088867,-3.98663735389709,-3.73019456863403,-3.43260264396667,-3.11189651489258,-2.67974448204041,-2.06935787200928,-1.3174763917923,-0.526535153388977,-0.216954752802849,-0.218722000718117,-0.771808385848999,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.43296527862549,11.5747041702271,19.4593486785889,21.0221652984619,23.1917495727539,NaN,0.0573778653232846,6.89108162532648e-07,NaN,0.00205119784720259,-0.00716668608073906,0,0.0573778653232846,0.210385506777003,0.0550128572541718
2015-12-24 00:00,-22.7,-22.5999969482422,82,81.9955444335938,NaN,222.302993774414,NaN,1.00000001335143e-10,100.49,100.45,NaN,0,NaN,4.28373959948658e-06,NaN,NaN,0.218845218420029,56.0395851135254,1,NaN,NaN,NaN,NaN,0.0199999995529652,0.0500000007450581,0.146964028477669,NaN,203.739776611328,259.625518798828,264.064849853516,NaN,0.396136413574219,0.564599792480469,0.57885400390625,NaN,0.0666120499372482,0.0938327014446259,0.0967148542404175,NaN,-22.709814453125,-19.2301696777344,-10.2196105957031,NaN,4.07479524612427,12.9812755584717,38.8082427978516,NaN,0,0,0,NaN,-3.32523193359373,-3.12125244140623,-2.88181152343748,-3.06625976562498,-2.61618652343748,-2.25052490234373,-1.74088134765623,-1.09650268554685,-0.396002197265602,-0.176702880859352,-0.159521484374977,-0.342810058593727,-0.617193603515602,-1.03839721679685,-1.56735839843748,-2.20395507812498,-2.9198059082031,-3.70023193359373,-4.50189819335935,-5.2713684082031,-5.99432983398435,0.538018822669983,0.465827196836472,NaN,0.514973223209381,7.9308500289917,NaN,0.57203209400177,13.0282688140869,NaN,0.50878632068634,17.6841793060303,NaN,0.434296131134033,26.6948394775391,-4.11307430267334,-3.8641664981842,-3.56657600402832,-3.23706889152527,-2.78314995765686,-2.14291763305664,-1.38035845756531,-0.589620232582092,-0.227647557854652,-0.226862639188766,-0.771948218345642,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.44010066986084,11.616626739502,19.5262832641602,21.1081733703613,23.3107757568359,NaN,0.0558579262592309,6.70853694373363e-07,NaN,0.00201423754860997,-0.0077014697699928,0,0.0558579262592309,0.204812409053106,0.0533164432762427
2015-12-25 00:00,-27.4,-26.9,77,76.9965515136719,NaN,203.074996948242,NaN,0.0810000002384186,101.36,101.37,NaN,0,NaN,4.27998969598775e-07,NaN,NaN,0.219653829932213,56.271900177002,1,NaN,NaN,NaN,NaN,0.0199699178338051,0.0499923713505268,0.14964272081852,NaN,189.325424194336,256.276336669922,264.667388916016,NaN,0.371998382568359,0.560172790527344,0.583789428710938,NaN,0.0626015365123749,0.0915355682373047,0.0971352383494377,NaN,-25.3234619140625,-20.5545715332031,-10.3584350585937,NaN,3.78080201148987,12.811863899231,39.6056098937988,NaN,0,0,0,NaN,-3.44208374023435,-3.2161926269531,-2.96686401367185,-3.16165771484373,-2.69733276367185,-2.3275207519531,-1.80490722656248,-1.1688293457031,-0.475866699218727,-0.100317382812477,-0.167883300781227,-0.348760986328102,-0.620672607421852,-1.03916015624998,-1.56586303710935,-2.20026245117185,-2.9141906738281,-3.69321289062498,-4.49411621093748,-5.26373901367185,-5.98776855468748,0.538151502609253,0.459773987531662,NaN,0.515016615390778,7.88844728469849,NaN,0.572114706039429,12.9734916687012,NaN,0.508863091468811,17.6164665222168,NaN,0.434376448392868,26.5893993377686,-4.27130270004272,-3.99860906600952,-3.68063473701477,-3.33961153030396,-2.87856316566467,-2.22784662246704,-1.43881356716156,-0.640781462192535,-0.246342569589615,-0.233515292406082,-0.772101223468781,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.44808483123779,11.6571035385132,19.5810585021973,21.175895690918,23.4163036346436,NaN,0.0538251895085433,6.46440525997605e-07,NaN,0.00197770204783109,-0.00646246605123797,0,0.0538251895085433,0.197359031698445,0.051692576835724
2015-12-26 00:00,-30.6,-32.5999969482422,75,70.9977951049805,NaN,189.432006835938,NaN,1.00000001335143e-10,102.02,102.04,NaN,0,NaN,3.95127247263418e-20,NaN,NaN,0.220426112413406,56.509635925293,1,NaN,NaN,NaN,NaN,0.0199546497315168,0.0499875843524933,0.15042045712471,NaN,189.212738037109,255.184707641602,265.284881591797,NaN,0.355230895996094,0.560737487792969,0.589251770019531,NaN,0.0625846087932587,0.0908233225345612,0.0975708588957787,NaN,-28.8962463378906,-23.5069946289062,-11.5344909667969,NaN,3.77564167976379,12.7560625076294,39.9043197631836,NaN,0,0,0,NaN,-3.66815795898435,-3.40891113281248,-3.12674560546873,-3.3479064941406,-2.82733764648435,-2.42764892578123,-1.8853820800781,-1.21909179687498,-0.524633789062477,-0.0899719238281023,-0.147467041015602,-0.353674316406227,-0.624395751953102,-1.04025878906248,-1.56452026367185,-2.1966613769531,-2.9086975097656,-3.68625488281248,-4.48639526367185,-5.25614013671873,-5.98126831054685,0.53830623626709,0.449530243873596,NaN,0.515130400657654,7.81427049636841,NaN,0.572257399559021,12.8788766860962,NaN,0.508983492851257,17.5101528167725,NaN,0.434479534626007,26.4536590576172,-4.55828237533569,-4.2470269203186,-3.88752508163452,-3.50805854797363,-3.00682091712952,-2.31971073150635,-1.51337206363678,-0.699511587619781,-0.264371395111084,-0.241990864276886,-0.772267580032349,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.46031665802002,11.7292966842651,19.6756725311279,21.2822208404541,23.5521240234375,NaN,0.0516656081595651,6.20503953996376e-07,NaN,0.00191180581057158,-0.005123952626799,0,0.0516656081595651,0.189440562413602,0.0499747081352557
2015-12-27 00:00,-31.489,-31.0219940185547,72.684,73.5615234375,NaN,193.063995361328,NaN,0.264999985694885,101.062,101.125,NaN,0,NaN,0,NaN,NaN,0.21935161948204,56.4942817687988,1,NaN,NaN,NaN,NaN,0.0194811597466469,0.0499104410409927,0.15045839548111,NaN,192.976654052734,255.183059692383,265.895477294922,NaN,0.352102966308594,0.5634521484375,0.594982116699219,NaN,0.0634456947445869,0.0907780230045319,0.0980018973350525,NaN,-30.3958953857422,-25.2958892822265,-12.7205261230469,NaN,3.75914144515991,12.7362937927246,40.0061912536621,NaN,0,0,0,NaN,-3.91495361328123,-3.64337768554685,-3.3372863769531,-3.57526245117185,-3.00809326171873,-2.56864013671873,-1.97452392578123,-1.29279174804685,-0.576788330078102,-0.116369628906227,-0.200933837890602,-0.359472656249977,-0.626928710937477,-1.04135742187498,-1.56329956054685,-2.19318237304685,-2.90326538085935,-3.67938842773435,-4.4787658691406,-5.24860229492185,-5.97476806640623,0.538458108901978,0.439633160829544,NaN,0.515255808830261,7.73523044586182,NaN,0.572424530982971,12.7680463790894,NaN,0.509135127067566,17.3762817382813,NaN,0.434615075588226,26.2748565673828,-4.86076354980469,-4.53160667419434,-4.14683532714844,-3.73389482498169,-3.18561792373657,-2.44644784927368,-1.59744298458099,-0.760168313980103,-0.282853215932846,-0.246418789029121,-0.772446811199188,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.47217845916748,11.8063764572144,19.7865009307861,21.4160995483398,23.7309970855713,NaN,0.0501575726091196,6.02392447035527e-07,NaN,0.00185757829693658,-0.0054569522367376,0,0.0501575726091196,0.183911097101664,0.0483567768860152
2015-12-28 00:00,-29.427,-29.7200073242187,74.477,74.1731567382813,NaN,202.466003417969,NaN,0.234999999403954,99.491,99.553,NaN,0,NaN,0,NaN,NaN,0.218438759446144,56.4764633178711,1,NaN,NaN,NaN,NaN,0.0189478695392609,0.0498037002980709,0.150119066238403,NaN,197.539489746094,255.729965209961,266.496520996094,NaN,0.355251861572266,0.567352722167969,0.600191650390625,NaN,0.0646023601293564,0.0911295339465141,0.0984300598502159,NaN,-30.7531341552734,-25.7569793701172,-13.1903747558594,NaN,3.74279689788818,12.7362937927246,40.0061912536621,NaN,0,0,0,NaN,-4.12149658203123,-3.84671630859373,-3.53070678710935,-3.7752746582031,-3.18729248046873,-2.72574462890623,-2.09976806640623,-1.3802551269531,-0.669012451171852,-0.122503662109352,-0.208044433593727,-0.362799072265602,-0.629919433593727,-1.04251708984373,-1.56220092773435,-2.18979492187498,-2.89792480468748,-3.67258300781248,-4.4711975097656,-5.24112548828123,-5.96829833984373,0.538592338562012,0.431906938552856,NaN,0.515352368354797,7.67065525054932,NaN,0.572568118572235,12.6728515625,NaN,0.509274125099182,17.2534770965576,NaN,0.434751808643341,26.0943241119385,-5.11596345901489,-4.78056383132935,-4.38530111312866,-3.95550608634949,-3.37828755378723,-2.59354019165039,-1.69430828094482,-0.821848094463348,-0.303473234176636,-0.254949063062668,-0.772638916969299,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.48172473907471,11.8691349029541,19.8816947937012,21.5389137268066,23.9115943908691,NaN,0.0485187593312352,5.82710299568134e-07,NaN,0.00180999718636128,-0.0057469506995794,0,0.0485187593312352,0.177902118977625,0.0466222669315323
2015-12-29 00:00,-22.082,-22.4370025634765,81.894,81.5413131713867,NaN,227.10400390625,NaN,0.326999992132187,98.93,98.909,NaN,0,NaN,0,NaN,NaN,0.217496380209923,56.4497909545898,1,NaN,NaN,NaN,NaN,0.0184708256274462,0.0496931448578835,0.149789482355118,NaN,201.436584472656,256.298919677734,267.082885742188,NaN,0.358245147705078,0.570994445800781,0.605286315917969,NaN,0.0656900852918625,0.091494582593441,0.0988491103053093,NaN,-24.9372314453125,-21.8396667480469,-12.4365600585937,NaN,3.72054123878479,12.7362937927246,40.0061912536621,NaN,0,0,0,NaN,-4.11429443359373,-3.8929504394531,-3.62271728515623,-3.82913818359373,-3.3088439941406,-2.8634094238281,-2.22785034179685,-1.46860351562498,-0.727667236328102,-0.193884277343727,-0.157598876953102,-0.367437744140602,-0.634100341796852,-1.04376831054685,-1.5611633300781,-2.18649902343748,-2.89267578124998,-3.66583862304685,-4.46365966796873,-5.23367919921873,-5.96185913085935,0.538679778575897,0.431686609983444,NaN,0.515343964099884,7.65532159805298,NaN,0.572624266147614,12.6356430053711,NaN,0.509356737136841,17.1805629730225,NaN,0.434860795736313,25.9505443572998,-5.12350273132324,-4.84198236465454,-4.48270559310913,-4.09405374526978,-3.54106712341309,-2.74678897857666,-1.81169426441193,-0.896455943584442,-0.323521614074707,-0.267208158969879,-0.772842824459076,-15,-15,-15,-15,-15,-15,-15,-15,-15,9.48353004455566,11.8828868865967,19.9189014434814,21.6118354797363,24.0554313659668,NaN,0.0472777363931988,5.67805614082317e-07,NaN,0.0017971548883619,-0.0077133318697863,0,0.0472777363931988,0.173351702129784,0.0447323344800843
